layer,head,patch_common_features_occ0_cls1,patch_count_occ0_cls1,cls_common_features_occ0_cls1,cls_count_occ0_cls1,patch_common_features_occ10_cls1,patch_count_occ10_cls1,cls_common_features_occ10_cls1,cls_count_occ10_cls1,patch_common_features_occ20_cls1,patch_count_occ20_cls1,cls_common_features_occ20_cls1,cls_count_occ20_cls1,patch_common_features_occ30_cls1,patch_count_occ30_cls1,cls_common_features_occ30_cls1,cls_count_occ30_cls1,patch_common_features_occ40_cls1,patch_count_occ40_cls1,cls_common_features_occ40_cls1,cls_count_occ40_cls1,patch_common_features_occ50_cls1,patch_count_occ50_cls1,cls_common_features_occ50_cls1,cls_count_occ50_cls1,patch_common_features_occ60_cls1,patch_count_occ60_cls1,cls_common_features_occ60_cls1,cls_count_occ60_cls1,patch_common_features_occ70_cls1,patch_count_occ70_cls1,cls_common_features_occ70_cls1,cls_count_occ70_cls1,patch_common_features_occ80_cls1,patch_count_occ80_cls1,cls_common_features_occ80_cls1,cls_count_occ80_cls1,patch_common_features_occ90_cls1,patch_count_occ90_cls1,cls_common_features_occ90_cls1,cls_count_occ90_cls1
5,3,"[1, 6, 22, 60, 62]",5,"[5, 6, 13, 23, 28, 33]",6,"[1, 5, 6, 60, 62]",5,"[5, 6, 13, 23, 33, 51]",6,"[0, 1, 6, 51, 60, 62]",6,"[5, 6, 23, 33, 51]",5,"[1, 6, 8, 9, 27, 38, 51, 60, 62]",9,"[5, 6, 33, 51]",4,"[1, 6, 8, 9, 19, 21, 27, 38, 51, 60]",10,"[1, 6, 33, 51]",4,"[1, 6, 8, 19, 27, 38, 51, 60]",8,"[1, 6, 8, 28, 33]",5,"[1, 8, 19, 27, 28, 38, 48, 49, 51, 60]",10,"[19, 21, 28, 33, 38, 51]",6,"[1, 8, 16, 19, 27, 28, 38, 48, 49, 51, 60]",11,"[19, 21, 28, 33, 38, 51]",6,"[8, 13, 19, 28, 38, 48, 49, 51, 60]",9,"[8, 19, 21, 38, 48, 49, 51]",7,"[8, 13, 16, 28, 38, 48, 49, 57, 60]",9,"[8, 19, 21, 38, 48, 49, 51]",7
5,4,"[4, 16, 17, 28, 29, 35, 36, 62]",8,"[2, 26, 27, 28, 29, 36, 40, 62]",8,"[4, 16, 17, 28, 29, 35, 36, 62]",8,"[2, 26, 27, 28, 29, 36, 40]",7,"[4, 16, 17, 28, 35, 36]",6,"[2, 26, 27, 28, 29, 35, 36]",7,"[16, 17, 28, 35, 36]",5,"[2, 26, 27, 28, 29, 34, 36, 37]",8,"[16, 17, 28, 35, 36, 41]",6,"[2, 26, 27, 34, 35, 37]",6,"[15, 16, 17, 28, 35, 36, 37, 41, 54]",9,"[2, 26, 27, 34, 35, 37]",6,"[11, 15, 16, 17, 28, 35, 41, 54]",8,"[2, 26, 27, 34, 35, 37, 54]",7,"[11, 15, 17, 28, 35, 41, 46, 54, 58]",9,"[2, 11, 26, 27, 35, 41, 55]",7,"[11, 15, 17, 41, 46, 54, 58]",7,"[2, 8, 11, 26, 27, 41, 54, 55]",8,"[2, 11, 15, 17, 41, 46, 54, 55, 58]",9,"[2, 8, 11, 41, 46, 51, 54, 55]",8
5,5,"[20, 30, 41, 57]",4,"[20, 26, 30, 43, 57, 62]",6,"[10, 20, 41, 57]",4,"[20, 26, 30, 43, 57, 62]",6,"[9, 10, 30, 41, 42, 49, 55, 57]",8,"[20, 26, 30, 43, 57, 62]",6,"[2, 9, 10, 30, 41, 42, 49, 55]",8,"[20, 26, 30, 43, 49, 57]",6,"[2, 9, 10, 13, 30, 41, 42, 49, 55]",9,"[20, 26, 30, 42, 43, 49]",6,"[2, 9, 10, 13, 30, 41, 42, 49, 54, 55]",10,"[20, 30, 43, 49, 62]",5,"[2, 9, 10, 13, 30, 41, 42, 49, 54, 55]",10,"[2, 10, 20, 30, 42, 43, 49, 62]",8,"[2, 9, 10, 13, 30, 41, 42, 49, 54, 55]",10,"[2, 9, 10, 20, 30, 42, 43, 49, 55, 62]",10,"[2, 8, 9, 10, 13, 30, 42, 49, 54, 55]",10,"[2, 9, 10, 30, 42, 43, 49, 54, 55, 62]",10,"[2, 9, 10, 13, 30, 42, 49, 54, 55]",9,"[2, 9, 10, 30, 42, 49, 54, 55, 62]",9
5,6,"[0, 3, 4, 5, 12, 32, 54, 58]",8,"[0, 3, 4, 5, 12, 18, 21, 25, 38]",9,"[0, 3, 4, 5, 12, 25, 32, 54, 58]",9,"[0, 3, 4, 5, 12, 21, 25, 32]",8,"[0, 3, 4, 12, 25, 32, 54, 58]",8,"[0, 3, 4, 12, 25, 32]",6,"[0, 3, 12, 25, 26, 32, 54, 58, 61]",9,"[0, 3, 4, 5, 12, 25, 32, 58]",8,"[3, 12, 25, 26, 32, 54, 58, 61]",8,"[0, 3, 12, 25, 32, 58, 61]",7,"[1, 12, 14, 25, 26, 32, 54, 58, 61]",9,"[0, 3, 12, 25, 32, 58, 61]",7,"[1, 12, 14, 25, 26, 32, 54, 58, 61]",9,"[3, 12, 25, 32, 58, 61, 62]",7,"[1, 12, 14, 25, 26, 32, 56, 58, 61, 62]",10,"[12, 14, 25, 32, 58, 61, 62]",7,"[1, 12, 14, 25, 26, 32, 56, 58, 61, 62]",10,"[12, 13, 14, 25, 26, 32, 61, 62]",8,"[1, 12, 14, 25, 26, 32, 56, 58, 61, 62]",10,"[13, 14, 18, 25, 32, 56, 61, 62]",8
5,7,"[0, 18, 19, 27, 37, 38, 40, 58, 62]",9,"[0, 10, 13, 18, 25, 42, 58, 62]",8,"[0, 19, 27, 40, 58, 62]",6,"[0, 10, 13, 25, 32, 42, 50, 58, 62]",9,"[0, 19, 25, 27, 40, 58, 62]",7,"[0, 10, 13, 25, 32, 42, 50, 58, 62]",9,"[0, 27, 32, 40, 53, 58, 62]",7,"[0, 10, 13, 25, 32, 42, 50, 58, 62]",9,"[0, 10, 27, 32, 40, 42, 53, 58, 62]",9,"[0, 10, 13, 25, 32, 42, 50, 58, 62]",9,"[0, 10, 11, 13, 27, 32, 40, 42, 53, 62]",10,"[0, 10, 13, 25, 32, 42, 50, 58, 62]",9,"[0, 10, 11, 13, 26, 32, 40, 42, 53, 62]",10,"[0, 10, 13, 32, 42, 58, 62]",7,"[0, 10, 11, 13, 15, 26, 32, 53, 60]",9,"[0, 10, 13, 32, 42, 62]",6,"[0, 10, 11, 13, 15, 26, 32, 49, 53, 60]",10,"[0, 10, 11, 32, 42, 53, 62]",7,"[0, 10, 11, 13, 15, 26, 32, 53, 60]",9,"[0, 10, 11, 13, 32, 42, 53, 57, 60]",9
5,8,"[11, 18, 21, 26, 35, 53, 62, 63]",8,"[3, 4, 18, 26, 36, 53, 58, 62]",8,"[2, 11, 14, 21, 26, 35, 53, 62, 63]",9,"[4, 18, 26, 36, 53, 57, 58, 60, 62]",9,"[14, 21, 26, 35, 53, 62, 63]",7,"[0, 4, 18, 26, 36, 53, 57, 60, 62]",9,"[14, 21, 26, 53, 62, 63]",6,"[0, 4, 18, 26, 36, 53, 57, 60, 62]",9,"[14, 21, 26, 53, 62, 63]",6,"[0, 4, 26, 36, 53, 60, 62, 63]",8,"[14, 21, 26, 53, 62, 63]",6,"[0, 4, 26, 36, 48, 57, 60, 62, 63]",9,"[14, 26, 53, 62, 63]",5,"[0, 4, 26, 36, 60, 62, 63]",7,"[14, 26, 40, 46, 48, 53, 62, 63]",8,"[0, 4, 26, 36, 40, 48, 60, 62, 63]",9,"[14, 40, 46, 48, 53, 62, 63]",7,"[26, 36, 40, 48, 60, 62, 63]",7,"[40, 48, 62, 63]",4,"[26, 33, 40, 43, 48, 54, 60, 62, 63]",9
5,9,"[20, 22, 37, 47, 57]",5,"[14, 30, 31, 36, 37, 47, 57, 58]",8,"[20, 22, 45, 47, 53, 57]",6,"[20, 22, 30, 31, 36, 39, 47, 57, 58]",9,"[20, 22, 43, 44, 45, 53, 57]",7,"[22, 30, 31, 36, 39, 47, 57, 58]",8,"[3, 13, 14, 20, 22, 43, 44, 53, 57]",9,"[22, 30, 31, 36, 39, 47, 57, 58]",8,"[3, 13, 14, 20, 43, 44, 53, 57, 58]",9,"[20, 22, 30, 31, 36, 38, 47, 57, 58]",9,"[3, 13, 14, 20, 43, 44, 53, 57, 58]",9,"[14, 22, 30, 31, 36, 47, 57, 58]",8,"[3, 13, 14, 20, 43, 44, 53, 57, 58]",9,"[14, 22, 30, 36, 47, 57, 58]",7,"[3, 13, 14, 20, 43, 44, 52, 53, 54, 57, 58]",11,"[14, 30, 36, 43, 53, 54, 57, 58]",8,"[3, 13, 14, 20, 43, 44, 52, 53, 54, 58]",10,"[13, 14, 30, 36, 43, 50, 54, 57, 58]",9,"[3, 8, 13, 14, 43, 44, 52, 54, 58]",9,"[3, 8, 13, 14, 36, 50, 54, 57, 58]",9
5,10,"[6, 14, 24, 49, 52]",5,"[6, 14, 21, 28, 29, 49, 52]",7,"[5, 6, 14, 24, 49, 52]",6,"[6, 14, 19, 21, 28, 29, 49, 52]",8,"[5, 6, 14, 19, 22, 24, 49, 52]",8,"[14, 19, 21, 28, 29, 49, 52]",7,"[5, 14, 22, 24, 29, 52]",6,"[14, 19, 21, 28, 29, 49, 52]",7,"[5, 22, 24, 29, 52]",5,"[14, 21, 28, 29, 49, 52, 62]",7,"[5, 15, 22, 24, 29, 48, 52]",7,"[14, 19, 21, 28, 29, 49, 52, 62]",8,"[5, 10, 15, 22, 29, 48, 52]",7,"[21, 28, 29, 52, 62]",5,"[5, 10, 15, 16, 22, 29, 43, 48]",8,"[21, 28, 29, 62]",4,"[5, 10, 15, 22, 29, 41, 43, 48]",8,"[5, 21, 28, 29, 41, 42, 51]",7,"[5, 10, 15, 22, 29, 41, 43, 48]",8,"[2, 5, 21, 28, 29, 41, 42, 51]",8
5,11,"[3, 5, 16, 22, 27, 33, 48]",7,"[16, 22, 27, 29, 35, 36, 41, 45, 48]",9,"[3, 22, 35, 41, 48, 50]",6,"[2, 16, 22, 27, 29, 35, 36, 41, 48]",9,"[3, 5, 10, 22, 35, 38, 41, 48, 50]",9,"[2, 16, 27, 29, 35, 36, 41, 48]",8,"[3, 5, 10, 22, 35, 41, 48, 50]",8,"[16, 27, 35, 36, 41, 48]",6,"[3, 5, 10, 35, 41, 50]",6,"[2, 16, 27, 35, 41, 48]",6,"[5, 8, 10, 23, 35, 41, 50]",7,"[2, 23, 41, 48]",4,"[1, 5, 8, 10, 23, 28, 41, 50]",8,"[5, 23, 41, 48]",4,"[1, 5, 8, 10, 23, 28, 41, 50]",8,"[5, 10, 23, 28, 41, 44, 59]",7,"[1, 4, 5, 8, 10, 23, 28, 41, 50]",9,"[5, 10, 23, 28, 41, 44, 50, 59]",8,"[1, 4, 5, 8, 10, 23, 28, 41, 50, 59]",10,"[4, 5, 10, 23, 28, 41, 50, 59]",8
6,0,"[33, 38, 49]",3,"[19, 32, 42, 44, 48, 60]",6,"[14, 36, 49, 60]",4,"[19, 32, 42, 44, 48, 60]",6,"[14, 36, 49, 60]",4,"[14, 19, 32, 36, 42, 44, 48, 60]",8,"[14, 21, 36, 49, 60]",5,"[14, 19, 32, 36, 42, 44, 48, 60]",8,"[14, 16, 36, 49, 60]",5,"[14, 19, 32, 36, 42, 44, 60]",7,"[14, 21, 36, 49, 60]",5,"[2, 14, 19, 32, 36, 42, 44, 60]",8,"[14, 19, 21, 36, 49, 60]",6,"[2, 14, 19, 32, 36, 42, 44, 60]",8,"[14, 19, 21, 34, 36, 49, 55, 60]",8,"[2, 14, 19, 32, 36, 42, 44, 60]",8,"[14, 19, 21, 34, 36, 44, 49, 55, 60]",9,"[2, 19, 32, 42, 44, 60]",6,"[19, 21, 34, 44, 55, 60]",6,"[2, 32, 42, 44, 60]",5
6,1,"[12, 14, 18, 22, 29, 30]",6,"[12, 17, 34, 41]",4,"[12, 14, 18, 22, 29, 30, 35]",7,"[12, 17, 29, 30, 39, 41, 61]",7,"[12, 14, 18, 22, 29, 30, 35]",7,"[12, 17, 29, 30, 39, 41, 58, 61]",8,"[11, 12, 14, 18, 22, 29, 30]",7,"[12, 17, 29, 30, 39, 41, 61]",7,"[11, 12, 14, 22, 29, 30]",6,"[12, 17, 29, 30, 39, 41, 61]",7,"[12, 14, 22, 29, 30, 44]",6,"[12, 17, 29, 30, 39, 41, 61, 63]",8,"[11, 12, 16, 20, 22, 29, 30, 44]",8,"[12, 27, 29, 39, 41, 63]",6,"[5, 12, 16, 20, 22, 29, 44]",7,"[12, 22, 29, 30, 39, 63]",6,"[5, 12, 16, 20, 29, 44]",6,"[12, 22, 27, 29, 36, 39, 63]",7,"[8, 16, 20, 29, 44, 59, 62]",7,"[22, 27, 29, 36, 39, 52, 62, 63]",8
6,2,"[0, 10, 25, 26, 30, 53, 55]",7,"[0, 25, 26, 30, 37, 55, 59]",7,"[0, 8, 10, 25, 26, 30, 44, 53, 55]",9,"[0, 8, 11, 25, 26, 30, 37, 55, 61]",9,"[0, 8, 10, 25, 30, 44, 55]",7,"[0, 8, 11, 21, 25, 26, 30, 55, 61]",9,"[0, 8, 10, 25, 44, 55, 61]",7,"[0, 8, 11, 21, 25, 30, 55, 61]",8,"[0, 8, 10, 21, 25, 43, 44, 55, 61]",9,"[0, 8, 11, 21, 25, 30, 55, 61]",8,"[0, 8, 10, 11, 21, 25, 44, 55]",8,"[0, 8, 11, 21, 25, 37, 55, 61]",8,"[0, 8, 10, 11, 21, 25, 38, 44, 55]",9,"[0, 8, 11, 21, 25, 30, 37, 38, 44, 55]",10,"[0, 8, 10, 11, 21, 25, 37, 38, 44, 55]",10,"[0, 8, 11, 21, 25, 37, 38, 44, 51, 55]",10,"[0, 8, 11, 21, 37, 38, 44, 55]",8,"[0, 8, 11, 21, 25, 37, 38, 44, 51, 55]",10,"[0, 8, 21, 37, 38, 44, 51, 55]",8,"[0, 11, 21, 25, 37, 38, 44, 51, 54, 55]",10
6,3,"[6, 10, 20, 23, 62]",5,"[5, 6, 10, 20, 23, 53, 62, 63]",8,"[6, 10, 23, 38, 48, 62, 63]",7,"[5, 6, 10, 20, 23, 62, 63]",7,"[6, 8, 10, 38, 48, 57, 62, 63]",8,"[5, 6, 7, 8, 10, 20, 23, 38, 63]",9,"[6, 8, 10, 38, 45, 48, 57, 63]",8,"[5, 8, 10, 20, 23, 38, 48, 53, 62, 63]",10,"[8, 10, 38, 45, 48, 57, 63]",7,"[5, 6, 8, 10, 20, 23, 48, 53, 63]",9,"[6, 8, 10, 19, 38, 45, 48, 57, 63]",9,"[5, 6, 8, 10, 20, 23, 48, 53, 63]",9,"[6, 8, 10, 19, 38, 45, 48, 57, 63]",9,"[6, 8, 10, 18, 20, 23, 48, 53]",8,"[8, 10, 19, 38, 48, 56, 57, 63]",8,"[6, 8, 10, 18, 20, 23, 48, 53]",8,"[8, 10, 15, 19, 33, 38, 48, 56, 57]",9,"[6, 8, 10, 19, 20, 32, 33, 48, 53]",9,"[6, 8, 10, 15, 19, 33, 48, 56, 57]",9,"[6, 8, 10, 19, 32, 33, 48, 53]",8
6,4,"[0, 14, 16, 29, 39, 51, 54]",7,"[0, 5, 16, 23, 29, 39, 42, 52]",8,"[14, 26, 39, 47, 54]",5,"[5, 14, 17, 18, 23, 29, 39, 42, 52]",9,"[14, 16, 26, 39, 47, 54, 60]",7,"[5, 14, 16, 17, 18, 23, 29, 39, 42, 52]",10,"[14, 16, 26, 39, 47, 60]",6,"[5, 14, 16, 17, 18, 29, 39, 42, 52]",9,"[14, 16, 26, 39, 54, 60]",6,"[5, 14, 16, 17, 18, 29, 34, 39, 52]",9,"[0, 2, 14, 16, 26, 34, 39]",7,"[5, 14, 16, 17, 18, 34, 39, 52]",8,"[2, 14, 16, 26, 39, 58]",6,"[5, 14, 16, 18, 21, 34, 39, 52]",8,"[2, 14, 16, 17, 39, 58]",6,"[5, 14, 16, 17, 18, 21, 34, 39, 52, 58]",10,"[1, 2, 14, 16, 51, 58]",6,"[1, 5, 16, 18, 21, 52, 58]",7,"[1, 2, 14, 16, 21, 51, 58]",7,"[1, 5, 16, 18, 21, 51, 52, 58]",8
6,5,"[16, 17, 40, 46, 50, 55]",6,"[28, 40, 50, 60]",4,"[17, 25, 40, 46, 50, 55, 60]",7,"[7, 17, 28, 40, 50, 60]",6,"[17, 25, 40, 46, 50, 55, 60]",7,"[7, 11, 17, 26, 28, 37, 40, 50, 60]",9,"[7, 11, 17, 25, 26, 40, 46, 50, 55, 60]",10,"[7, 11, 17, 26, 28, 34, 37, 40, 50, 60]",10,"[7, 11, 17, 25, 26, 40, 46, 50, 60]",9,"[7, 11, 17, 26, 28, 34, 37, 40, 50, 60]",10,"[7, 17, 25, 26, 37, 40, 46, 50, 60]",9,"[7, 11, 17, 26, 28, 34, 37, 40, 50, 60]",10,"[7, 11, 17, 25, 26, 34, 40, 46, 50]",9,"[7, 11, 17, 26, 28, 34, 37, 40, 50, 63]",10,"[7, 11, 17, 26, 34, 37, 40, 50, 63]",9,"[7, 11, 17, 26, 28, 34, 37, 40, 50, 63]",10,"[7, 11, 17, 26, 28, 34, 37, 50, 63]",9,"[7, 17, 22, 26, 28, 34, 37, 50, 63]",9,"[7, 17, 25, 26, 28, 34, 37, 50, 63]",9,"[7, 17, 22, 26, 28, 34, 37, 50, 56, 63]",10
6,6,"[18, 31, 38, 52]",4,"[2, 11, 22, 24, 36, 53, 54, 60, 63]",9,"[0, 36, 38, 49, 62]",5,"[0, 2, 11, 22, 24, 36, 53, 54, 60, 63]",10,"[0, 22, 36, 38, 46, 49, 62]",7,"[0, 2, 11, 22, 24, 36, 53, 54, 60, 63]",10,"[0, 22, 36, 38, 49, 53, 62]",7,"[0, 2, 11, 19, 22, 24, 36, 53, 54, 60, 63]",11,"[0, 36, 38, 46, 49, 53, 62]",7,"[11, 19, 22, 24, 36, 53, 54, 60, 63]",9,"[0, 6, 36, 38, 46, 49, 53, 62]",8,"[11, 19, 24, 36, 53, 54, 60, 63]",8,"[6, 26, 36, 46, 49, 53, 62]",7,"[8, 11, 19, 24, 36, 53, 54, 60, 63]",9,"[6, 36, 46, 49, 53]",5,"[2, 11, 19, 24, 36, 53, 54, 60, 63]",9,"[6, 8, 14, 15, 36, 46, 49, 53, 54]",9,"[2, 8, 19, 24, 41, 53, 54, 60, 63]",9,"[6, 8, 14, 15, 36, 46, 49, 53, 54, 57]",10,"[2, 8, 24, 41, 53, 54, 60, 63]",8
6,7,"[19, 20, 23, 26, 30, 37, 49]",7,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[19, 20, 23, 30, 37, 49]",6,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[19, 20, 23, 30, 37, 49, 59]",7,"[7, 19, 22, 25, 30, 36, 49, 51, 59, 62]",10,"[20, 23, 26, 30, 37, 49, 55, 59]",8,"[7, 19, 22, 23, 25, 30, 36, 49, 51, 59, 62]",11,"[17, 19, 20, 23, 26, 30, 37, 59]",8,"[7, 19, 22, 23, 25, 30, 36, 49, 51, 59, 62]",11,"[15, 17, 19, 23, 25, 26, 30, 37, 55, 59]",10,"[7, 19, 22, 23, 25, 30, 36, 49, 59, 62]",10,"[15, 17, 19, 23, 25, 55, 59]",7,"[7, 10, 17, 19, 23, 25, 49, 59, 62]",9,"[15, 17, 19, 23, 37, 55, 59]",7,"[7, 10, 15, 17, 19, 23, 25, 49, 59, 62]",10,"[15, 17, 23, 25, 26, 30, 55, 59, 61]",9,"[7, 10, 15, 17, 19, 23, 25, 49, 59, 62]",10,"[15, 17, 19, 23, 25, 30, 53, 55, 59]",9,"[10, 15, 17, 19, 23, 25, 49, 59, 62]",9
6,8,"[4, 12, 18, 25, 28, 45, 49]",7,"[0, 12, 18, 28, 49]",5,"[12, 18, 25, 28, 32, 49]",6,"[12, 18, 25, 28, 49, 61]",6,"[12, 21, 25, 28, 48]",5,"[12, 28, 49]",3,"[8, 9, 12, 21, 25, 28, 32, 48]",8,"[12, 28, 49]",3,"[8, 9, 12, 21, 25, 28, 32, 52]",8,"[9, 12, 28, 43, 45, 49, 62]",7,"[8, 9, 12, 21, 25, 28, 32, 52, 56]",9,"[9, 12, 28, 45, 62]",5,"[8, 9, 12, 21, 25, 28, 32, 52, 56]",9,"[9, 28, 32]",3,"[8, 9, 12, 20, 21, 25, 32, 56]",8,"[9, 14, 20, 35, 62, 63]",6,"[8, 9, 12, 20, 21, 25, 32, 50, 56]",9,"[9, 14, 30, 35, 63]",5,"[8, 9, 12, 14, 20, 21, 25, 32, 50, 56]",10,"[9, 14, 20, 30, 35, 63]",6
6,9,"[1, 14, 22, 24, 45, 54, 63]",7,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[1, 22, 24, 45, 54, 57]",6,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[1, 22, 24, 53, 54, 57]",6,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[22, 24, 43, 53, 54, 57]",6,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[11, 22, 24, 43, 53, 54, 57]",7,"[0, 5, 7, 8, 11, 22, 31, 33, 50, 55, 56]",11,"[11, 22, 24, 43, 50, 53, 54]",7,"[0, 5, 7, 8, 11, 22, 33, 50, 55, 56]",10,"[1, 11, 22, 24, 43, 50, 53, 54]",8,"[0, 5, 7, 8, 11, 22, 33, 50, 55, 56]",10,"[1, 11, 20, 22, 24, 29, 50, 53, 54]",9,"[0, 5, 7, 8, 11, 22, 50, 55, 56]",9,"[1, 11, 20, 22, 24, 29, 50, 53, 54]",9,"[0, 5, 8, 22, 36, 50, 55, 56]",8,"[1, 5, 11, 20, 22, 24, 29, 44, 50, 54]",10,"[0, 5, 8, 22, 36, 50, 55, 56]",8
6,10,"[3, 28, 43, 57]",4,"[5, 6, 20, 38, 42, 50, 53, 57, 60]",9,"[3, 16, 43, 45, 57, 59]",6,"[5, 6, 20, 38, 42, 50, 53, 57, 60]",9,"[3, 28, 33, 43, 45, 46, 57, 59]",8,"[5, 6, 20, 38, 42, 50, 53, 57]",8,"[3, 28, 33, 46, 52, 57, 59]",7,"[5, 6, 20, 38, 42, 50, 53, 57]",8,"[6, 28, 33, 52, 57, 59]",6,"[5, 6, 10, 20, 38, 42, 50, 53, 57]",9,"[6, 28, 33, 34, 52, 57, 59]",7,"[5, 6, 10, 20, 35, 38, 42, 53, 57]",9,"[6, 28, 33, 34, 37, 52, 57, 59]",8,"[5, 6, 10, 20, 38, 42, 53, 57]",8,"[6, 25, 28, 34, 37, 52, 57, 59]",8,"[5, 6, 10, 20, 35, 38, 42, 53, 57]",9,"[6, 25, 34, 35, 37, 38, 52, 57, 59, 62]",10,"[5, 6, 10, 20, 35, 38, 42, 53, 57, 60]",10,"[6, 25, 30, 34, 35, 38, 52, 57, 62]",9,"[5, 6, 10, 20, 35, 38, 53, 57, 60]",9
6,11,"[11, 25, 29, 49, 58, 59]",6,"[3, 7, 15, 20, 46, 58, 59]",7,"[11, 17, 25, 29, 30, 49, 59]",7,"[7, 15, 20, 28, 46, 58, 59]",7,"[11, 17, 25, 27, 30, 49, 54, 59, 60]",9,"[7, 15, 20, 28, 46, 58, 59]",7,"[11, 27, 49, 54, 59, 60]",6,"[7, 15, 20, 27, 28, 46, 58, 59]",8,"[27, 54, 59, 60]",4,"[7, 20, 27, 28, 46, 58, 59]",7,"[7, 27, 49, 54, 59, 60]",6,"[7, 20, 28, 29, 46, 54, 58, 59]",8,"[7, 11, 27, 36, 54, 59, 60]",7,"[7, 24, 27, 28, 29, 46, 54, 58, 59]",9,"[7, 11, 27, 28, 36, 54, 59, 60]",8,"[7, 24, 27, 28, 29, 46, 54, 58, 59]",9,"[7, 11, 12, 27, 28, 36, 54, 59, 60]",9,"[7, 24, 27, 28, 29, 46, 54, 58, 59]",9,"[7, 8, 11, 12, 27, 28, 36, 54, 59, 60]",10,"[7, 24, 28, 29, 54, 58, 59, 60]",8
7,0,"[3, 33, 35, 41, 51]",5,"[19, 26, 28, 33, 42, 59]",6,"[3, 16, 35, 48]",4,"[11, 19, 26, 28, 33, 42, 59]",7,"[3, 11, 16, 21, 31, 35, 48]",7,"[7, 21, 26, 28, 33, 34, 42, 59]",8,"[3, 11, 21, 27, 31, 34, 48]",7,"[7, 26, 28, 33, 34, 42, 44, 59]",8,"[3, 11, 21, 27, 31, 34, 48]",7,"[3, 7, 26, 28, 33, 34]",6,"[3, 16, 21, 27, 31, 34, 48]",7,"[3, 7, 26, 28, 33, 34, 44]",7,"[3, 13, 16, 21, 27, 28, 31, 34, 48]",9,"[7, 26, 28, 33, 34, 44, 54]",7,"[3, 13, 16, 21, 27, 28, 31, 34, 48, 53]",10,"[7, 26, 28, 33, 34, 44, 53]",7,"[3, 13, 21, 27, 28, 34, 53]",7,"[7, 21, 26, 28, 34, 44, 49, 53]",8,"[7, 11, 13, 16, 21, 27, 28, 34, 44, 53]",10,"[7, 11, 13, 21, 26, 28, 34, 44, 53]",9
7,1,"[2, 14, 21, 31, 34]",5,"[2, 11, 21, 36, 41, 52]",6,"[7, 14, 17, 31, 34, 45, 62]",7,"[2, 4, 11, 21, 41, 52]",6,"[7, 14, 31, 34, 37, 55, 62]",7,"[2, 4, 7, 11, 21, 31, 37, 41, 52]",9,"[7, 14, 31, 34, 37, 57, 62]",7,"[2, 4, 7, 11, 21, 37, 41, 52]",8,"[7, 14, 31, 34, 37, 57, 62]",7,"[2, 4, 7, 11, 21, 37, 41, 52]",8,"[7, 14, 21, 31, 34, 37, 57, 62]",8,"[2, 4, 11, 21, 37, 41, 52]",7,"[14, 31, 34, 37, 55, 57, 62]",7,"[2, 4, 11, 21, 37, 38, 41, 52, 57]",9,"[31, 34, 36, 37, 41, 55, 57, 62]",8,"[2, 4, 11, 21, 37, 38, 41, 52, 55, 57, 62]",11,"[4, 34, 36, 37, 38, 41, 55, 57, 62]",9,"[4, 37, 38, 41, 52, 55, 57, 62]",8,"[4, 36, 37, 38, 41, 55, 57]",7,"[4, 37, 38, 39, 41, 55, 57, 62]",8
7,2,"[8, 11, 18, 33, 48]",5,"[5, 8, 11, 13, 18, 32, 33, 47, 48]",9,"[8, 18, 38, 59, 60]",5,"[5, 8, 11, 13, 18, 23, 32, 33, 47, 48]",10,"[8, 13, 18, 21, 38, 59, 60]",7,"[5, 8, 11, 13, 18, 23, 32, 33, 47, 48]",10,"[8, 13, 17, 18, 21, 32, 38, 59, 60]",9,"[5, 8, 11, 13, 18, 23, 32, 33, 47, 48]",10,"[13, 17, 18, 21, 32, 38, 59]",7,"[5, 8, 11, 13, 17, 18, 32, 33, 47, 48]",10,"[13, 17, 18, 21, 29, 32, 38, 59]",8,"[5, 11, 13, 17, 18, 23, 32, 33, 47, 48]",10,"[18, 21, 29, 32]",4,"[5, 11, 13, 17, 18, 23, 32, 33, 47, 48]",10,"[2, 18, 21, 29, 32, 33, 38]",7,"[5, 11, 13, 18, 23, 32, 33, 47]",8,"[2, 18, 21, 23, 28, 32]",6,"[2, 11, 13, 18, 23, 32, 33, 47]",8,"[18, 23, 28, 32, 33, 57]",6,"[5, 11, 13, 18, 23, 32, 33, 43, 47, 63]",10
