,,CLASS 1 (clean images),,,,"k = 5, s = 1.0",,,,"k = 5, s = 2.0",,,,"k = 5, s = 4.0",,,,"k = 5, s = 9.0",,,,"k = 7, s = 2.0",,,,"k = 7, s = 4.0",,,,"k = 7, s = 13.5",,,,"k = 7, s = 15.0",,,,"k = 11, s = 2.0",,,,"k = 11, s = 5.0",,,
layer,head,patch_common_features_cls1,patch_count_cls1,cls_common_features_cls1,cls_count_cls1,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count,patch_common_features,patch_count,cls_common_features,cls_count
6,4,"[0, 14, 16, 29, 39, 51, 54]",7,"[0, 5, 18, 23, 29, 39, 42, 52]",8,"[14, 16, 29, 39, 54]",5,"[5, 18, 23, 29, 39, 52]",6,"[14, 29, 39, 54]",4,"[5, 18, 23, 29, 39, 52]",6,"[0, 14, 29, 39, 54]",5,"[5, 18, 23, 29, 39, 52]",6,"[0, 14, 29, 39, 54]",5,"[5, 18, 23, 29, 39, 52]",6,"[14, 29, 39, 54]",4,"[5, 18, 23, 29, 39]",5,"[14, 29, 39, 54]",4,"[5, 18, 23, 29, 39]",5,"[14, 29, 39, 51, 54]",5,"[5, 18, 23, 29, 39]",5,"[14, 29, 39, 51, 54]",5,"[5, 18, 23, 29, 39]",5,"[14, 29, 39, 54]",4,"[5, 18, 23, 29]",4,"[14, 29, 39, 54]",4,"[5, 18, 23, 29]",4
6,5,"[16, 17, 40, 46, 50, 55]",6,"[28, 40, 50, 55, 60]",5,"[40, 46, 50, 55]",4,"[28, 40, 50, 55]",4,"[40, 50, 55]",3,"[28, 40, 50, 55]",4,"[40, 46, 50, 55]",4,"[28, 40, 50]",3,"[40, 46, 50, 55]",4,"[28, 40, 50, 60]",4,"[40, 55]",2,"[28, 55]",2,"[40, 46, 50, 55]",4,"[28, 40]",2,"[40, 46, 50, 55]",4,"[28, 40, 50, 60]",4,"[40, 46, 50, 55]",4,"[28, 40, 50, 60]",4,"[40, 55]",2,"[28, 55]",2,"[17, 40, 46, 50, 55]",5,"[28, 40, 55]",3
6,6,"[0, 18, 31, 38, 52, 53]",6,"[2, 11, 19, 24, 36, 53, 54, 60, 63]",9,"[18, 31, 38, 52, 53]",5,"[2, 11, 24, 36, 53, 54, 60, 63]",8,"[18, 31, 38, 52]",4,"[2, 11, 24, 36, 53, 54, 60, 63]",8,"[18, 38, 52, 53]",4,"[2, 11, 24, 36, 53, 54, 60, 63]",8,"[18, 38, 52, 53]",4,"[2, 11, 24, 36, 53, 54, 60, 63]",8,[52],1,"[2, 11, 24, 36, 54, 60, 63]",7,[52],1,"[2, 11, 24, 36, 54, 60, 63]",7,"[52, 53]",2,"[2, 11, 24, 36, 54, 60, 63]",7,"[52, 53]",2,"[2, 11, 24, 36, 54, 60, 63]",7,[52],1,"[2, 11, 24, 36, 54, 60, 63]",7,[52],1,"[2, 11, 24, 36, 54, 60, 63]",7
6,7,"[19, 20, 23, 26, 30, 37, 49]",7,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[19, 23, 26, 30, 49]",5,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[20, 23, 26, 30]",4,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[20, 23, 26, 30, 49]",5,"[7, 19, 22, 25, 30, 49, 59, 62]",8,"[20, 23, 26, 30, 49]",5,"[7, 19, 22, 25, 30, 49, 59, 62]",8,"[20, 23, 30]",3,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[19, 20, 23, 30, 49]",5,"[7, 19, 25, 30, 49, 59, 62]",7,"[19, 20, 23, 30, 49]",5,"[7, 19, 25, 30, 49, 59, 62]",7,"[19, 20, 23, 30, 49]",5,"[7, 19, 25, 30, 49, 59, 62]",7,"[19, 20, 23, 30]",4,"[7, 19, 22, 25, 30, 49, 59, 62]",8,"[19, 20, 23, 30, 49]",5,"[7, 19, 25, 30, 49, 59, 62]",7
6,8,"[4, 12, 18, 25, 28, 45, 49]",7,"[12, 18, 28, 49]",4,"[12, 18, 25, 45]",4,"[12, 18, 28, 49]",4,"[4, 12, 18, 25]",4,"[12, 18]",2,"[4, 12, 18, 25]",4,"[12, 18]",2,"[4, 18, 25, 45]",4,"[12, 18]",2,"[4, 18, 25]",3,"[12, 18]",2,"[4, 18, 25]",3,"[12, 18]",2,"[4, 18, 25]",3,"[12, 18]",2,"[4, 18, 25]",3,"[12, 18]",2,"[4, 18, 25]",3,"[12, 18]",2,"[4, 25]",2,[18],1
6,9,"[1, 14, 22, 24, 45, 54, 63]",7,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[1, 22, 24, 45]",4,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[24, 45, 63]",3,"[0, 5, 8, 22, 31, 33, 55, 56]",8,"[24, 45, 54, 63]",4,"[0, 5, 8, 22, 33, 55, 56]",7,"[24, 45, 54, 63]",4,"[0, 5, 7, 8, 22, 33, 55]",7,"[1, 45, 63]",3,"[0, 5, 8, 31, 33, 55]",6,"[45, 63]",2,"[0, 5, 8, 31, 33, 55]",6,"[45, 63]",2,"[0, 5, 8, 31, 33, 55]",6,"[45, 63]",2,"[0, 5, 8, 31, 33, 55]",6,"[1, 45, 63]",3,"[0, 5, 8, 31, 33, 55]",6,"[1, 45, 63]",3,"[0, 5, 8, 31, 33, 55]",6
6,10,"[3, 28, 43, 46, 57]",5,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43]",2,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57, 60]",8,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57]",7,"[3, 43, 57]",3,"[5, 6, 20, 38, 42, 53, 57]",7
6,11,"[11, 25, 29, 49, 58, 59]",6,"[7, 15, 20, 26, 46, 58, 59]",7,"[11, 25, 49, 59]",4,"[7, 20, 26, 46, 58]",5,"[11, 25, 49, 59]",4,"[7, 26, 46, 58]",4,"[11, 49, 59]",3,"[7, 26, 46, 58]",4,"[11, 49, 59]",3,"[7, 58]",2,"[25, 49]",2,"[7, 26, 46, 58]",4,"[11, 29, 49]",3,"[7, 26, 58]",3,"[11, 29, 49]",3,"[7, 58]",2,"[11, 29, 49]",3,"[7, 58]",2,[25],1,"[7, 26, 58]",3,[],0,"[7, 26, 58]",3
7,0,"[3, 19, 33, 35, 41, 51]",6,"[19, 26, 33, 42, 59]",5,"[3, 19, 33, 35, 51]",5,"[19, 26, 33, 42, 59]",5,"[3, 19, 33]",3,"[19, 26, 33, 42, 59]",5,"[3, 19, 33, 51]",4,"[19, 26, 33, 42, 59]",5,"[3, 19, 33, 51]",4,"[19, 26, 33, 42, 59]",5,"[3, 33, 51]",3,"[26, 42, 59]",3,"[3, 19, 33, 51]",4,"[42, 59]",2,"[3, 19, 33, 51]",4,"[42, 59]",2,"[3, 19, 33, 51]",4,"[42, 59]",2,"[3, 51]",2,"[26, 42]",2,"[3, 51]",2,"[42, 59]",2
7,1,"[2, 14, 21, 31, 34, 35, 62]",7,"[2, 11, 21, 36, 41, 52]",6,"[2, 21, 31]",3,"[2, 11, 21, 41, 52]",5,"[2, 62]",2,"[2, 11, 21, 41, 52]",5,"[2, 62]",2,"[2, 11, 21, 41, 52]",5,"[2, 34, 62]",3,"[2, 11, 21, 41, 52]",5,"[31, 62]",2,"[2, 11, 21, 41, 52]",5,[62],1,"[2, 11, 21, 41, 52]",5,[62],1,"[2, 11, 21, 41, 52]",5,[62],1,"[2, 11, 21, 41, 52]",5,"[31, 62]",2,"[2, 11, 21, 41, 52]",5,[62],1,"[2, 11, 41, 52]",4
7,2,"[8, 11, 18, 33, 48]",5,"[5, 8, 11, 13, 18, 23, 33, 47, 48]",9,"[8, 11, 18, 33, 48]",5,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 33]",4,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 33]",4,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 33]",4,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 33]",4,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 33]",4,"[5, 11, 13, 18, 33, 47, 48]",7,"[8, 11, 18, 33]",4,"[5, 11, 13, 18, 33, 47, 48]",7,"[8, 11, 18, 33]",4,"[5, 11, 13, 18, 33, 47, 48]",7,"[8, 18, 33]",3,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 18, 33]",3,"[11, 13, 18, 33, 47, 48]",6
7,3,"[11, 30, 45, 47, 52]",5,"[10, 15, 18, 25, 30, 33, 40, 45, 52]",9,"[11, 30, 45]",3,"[10, 15, 30, 33, 40, 45]",6,"[11, 30, 47]",3,"[10, 15, 25, 30, 33, 45]",6,"[11, 30, 47]",3,"[10, 15, 25, 30, 33, 45]",6,"[11, 30, 47]",3,"[10, 15, 25, 30, 33, 45]",6,"[30, 47]",2,"[10, 15, 25, 30, 45]",5,"[30, 47]",2,"[10, 15, 25, 30, 33, 45]",6,"[30, 47]",2,"[10, 15, 25, 30, 33, 45]",6,"[30, 47]",2,"[10, 15, 25, 30, 33, 45]",6,"[30, 47]",2,"[10, 15, 25, 30, 45]",5,"[30, 47]",2,"[10, 15, 25, 30, 45]",5
7,4,"[1, 6, 19, 24, 44, 48, 53, 54]",8,"[5, 7, 13, 18, 20, 53, 62]",7,"[19, 48, 53]",3,"[5, 13, 20, 53, 62]",5,"[19, 48, 53]",3,"[5, 13, 20, 53, 62]",5,"[48, 53]",2,"[5, 13, 20, 53, 62]",5,"[48, 53, 54]",3,"[5, 13, 20, 62]",4,"[48, 53]",2,"[5, 13, 20, 53, 62]",5,"[48, 53]",2,"[5, 13, 20, 62]",4,"[48, 53]",2,"[5, 13, 20, 62]",4,"[48, 53]",2,"[5, 13, 20, 62]",4,"[48, 53, 54]",3,"[5, 13, 20, 53, 62]",5,[53],1,"[5, 13, 20, 62]",4
7,5,"[12, 27, 63]",3,"[4, 10, 11, 12, 14, 27, 32, 60, 62]",9,"[12, 63]",2,"[4, 11, 12, 27, 32, 60]",6,"[12, 63]",2,"[10, 11, 12, 27, 32, 60]",6,"[12, 63]",2,"[4, 10, 11, 12, 27, 32]",6,"[12, 63]",2,"[10, 11, 12, 27, 32]",5,"[12, 63]",2,"[10, 11, 12, 27]",4,"[12, 63]",2,"[10, 11, 12, 27, 60]",5,"[12, 63]",2,"[10, 11, 12, 27, 60]",5,"[12, 63]",2,"[10, 11, 12, 27, 60]",5,"[12, 63]",2,"[10, 11, 12, 27]",4,"[12, 63]",2,"[10, 11, 12, 27]",4
7,6,"[27, 36, 38, 39, 44, 57, 61]",7,"[27, 36, 38, 39, 44, 57, 61]",7,"[27, 36, 38, 44, 61]",5,"[27, 36, 38, 44]",4,"[27, 36, 38, 44]",4,"[36, 38, 44]",3,"[36, 38, 39, 44]",4,"[36, 38, 39, 44]",4,"[27, 36, 38, 39, 44]",5,"[36, 38, 39, 44]",4,"[27, 36, 38, 44]",4,"[36, 38, 44]",3,"[36, 38, 39, 44]",4,"[36, 39, 44]",3,"[27, 36, 38, 39, 44]",5,"[36, 39, 44]",3,"[27, 36, 38, 39, 44]",5,"[36, 39, 44]",3,"[27, 36, 38, 44]",4,"[36, 38, 44]",3,"[36, 44]",2,"[36, 44]",2
7,7,"[6, 36, 45, 46, 57]",5,"[7, 36, 45, 46, 51, 57]",6,"[6, 36, 45, 57]",4,"[7, 36, 45, 51, 57]",5,"[6, 36, 57]",3,"[7, 36, 45, 51, 57]",5,"[6, 36, 57]",3,"[7, 36, 57]",3,"[6, 36, 57]",3,"[7, 36, 57]",3,"[6, 36]",2,"[7, 51, 57]",3,"[6, 36, 57]",3,"[7, 36, 57]",3,"[6, 36, 57]",3,"[7, 36, 57]",3,"[6, 36, 57]",3,"[7, 36, 57]",3,"[6, 36]",2,"[7, 51, 57]",3,"[6, 36, 57]",3,"[7, 36, 57]",3
7,8,"[1, 29, 37, 56]",4,"[11, 27, 30, 36, 37, 50, 59, 61, 63]",9,"[1, 37, 56]",3,"[11, 27, 30, 37, 50, 61]",6,[1],1,"[27, 30, 37, 50, 61]",5,[1],1,"[27, 30, 36, 37, 50, 61]",6,"[1, 37]",2,"[27, 30, 36, 37, 50, 61]",6,[],0,"[27, 30, 50, 61, 63]",5,[1],1,"[27, 30, 50, 61, 63]",5,[1],1,"[27, 30, 36, 37, 50, 61, 63]",7,[1],1,"[27, 30, 36, 37, 50, 61, 63]",7,[],0,"[27, 30, 50, 61, 63]",5,[],0,"[27, 30, 50, 61, 63]",5
7,9,"[23, 43, 59]",3,"[0, 4, 15, 18, 23, 44, 61]",7,"[23, 43]",2,"[0, 23, 44, 61]",4,[23],1,"[0, 23, 44, 61]",4,"[23, 43]",2,"[0, 23, 44, 61]",4,"[23, 43]",2,"[0, 23, 44, 61]",4,[23],1,"[0, 23, 44, 61]",4,[23],1,"[0, 23, 44, 61]",4,"[23, 43]",2,"[0, 23, 44, 61]",4,"[23, 43]",2,"[0, 23, 44, 61]",4,[23],1,"[23, 44, 61]",3,[23],1,"[23, 44, 61]",3
7,10,"[34, 53, 55, 61]",4,"[35, 41, 53, 59]",4,"[34, 53, 55]",3,"[35, 53]",2,"[34, 53, 55]",3,"[41, 53, 59]",3,"[34, 55, 61]",3,"[41, 53, 59]",3,"[34, 53, 55, 61]",4,"[41, 53, 59]",3,[55],1,"[41, 59]",2,[55],1,"[41, 59]",2,[],0,"[41, 59]",2,[],0,"[41, 59]",2,[55],1,"[41, 59]",2,[],0,"[41, 59]",2
7,11,"[5, 7, 21, 29, 41, 43, 50]",7,"[1, 21, 29, 41, 50]",5,"[7, 21, 29, 41]",4,"[1, 21, 29, 41]",4,"[5, 7, 21, 29, 41]",5,"[1, 21, 29, 41]",4,"[5, 7, 21, 29, 41]",5,"[1, 21, 29, 41]",4,"[5, 7, 21, 29, 41]",5,"[1, 21, 29, 41]",4,"[7, 21, 29, 41]",4,"[1, 21, 41]",3,"[5, 7, 21, 29, 41]",5,"[1, 21, 29, 41]",4,"[5, 7, 21, 41]",4,"[1, 21, 41]",3,"[5, 7, 21, 41]",4,"[1, 21, 41]",3,"[7, 21, 29, 41]",4,"[1, 21, 41]",3,"[5, 7, 21, 41]",4,"[1, 21, 41]",3
8,0,"[9, 15, 46, 56]",4,"[15, 38, 39, 42, 53, 56]",6,"[15, 56]",2,"[15, 38, 53]",3,[56],1,[38],1,[],0,[38],1,[],0,[38],1,[56],1,[42],1,[46],1,"[38, 42]",2,[46],1,[38],1,[46],1,[38],1,[56],1,[42],1,[],0,"[38, 42]",2
8,1,"[28, 36, 45, 53, 56]",5,"[15, 25, 36, 53]",4,"[36, 45]",2,[36],1,"[36, 45]",2,[36],1,"[36, 45]",2,[36],1,"[36, 45]",2,[36],1,[36],1,[36],1,"[36, 45]",2,[36],1,"[36, 45]",2,[36],1,"[36, 45]",2,[36],1,[36],1,[36],1,[36],1,[36],1
8,2,"[2, 9, 28, 57]",4,"[9, 26, 44, 48, 56, 61]",6,"[9, 28]",2,"[9, 26, 44, 48, 56, 61]",6,"[9, 28]",2,"[9, 26, 44, 48, 56, 61]",6,"[9, 28]",2,"[26, 44, 48, 56, 61]",5,"[9, 28]",2,"[26, 44, 48, 56, 61]",5,[9],1,"[9, 26, 44, 48, 56, 61]",6,[28],1,"[9, 26, 44, 56, 61]",5,[28],1,"[26, 44, 48, 56, 61]",5,[28],1,"[26, 44, 48, 56, 61]",5,[28],1,"[9, 26, 48, 56, 61]",5,[28],1,"[9, 26, 44, 56, 61]",5
8,3,"[13, 27, 45, 46, 53]",5,"[2, 10, 16, 21, 23, 26, 56]",7,"[13, 27, 45, 53]",4,"[2, 10, 16, 21, 23, 56]",6,"[13, 27, 45]",3,"[10, 16, 21, 23, 56]",5,"[13, 27, 45]",3,"[2, 10, 16, 21, 23, 56]",6,"[27, 45]",2,"[2, 10, 16, 21, 23, 56]",6,[13],1,"[10, 16, 23, 26, 56]",5,[27],1,"[10, 16, 21, 23, 26, 56]",6,"[27, 45]",2,"[10, 16, 21, 23, 56]",5,"[27, 45]",2,"[10, 16, 21, 23, 56]",5,[13],1,"[10, 16, 23, 26, 56]",5,"[27, 46]",2,"[10, 16, 23, 26, 56]",5
8,4,"[25, 32, 40]",3,"[17, 37]",2,"[25, 32]",2,"[17, 37]",2,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,"[25, 32]",2,[17],1,[32],1,[17],1
8,5,"[1, 24, 57, 62]",4,"[2, 7, 16, 62]",4,"[1, 24, 57, 62]",4,"[7, 16, 62]",3,"[1, 24, 57, 62]",4,"[7, 16, 62]",3,"[1, 24, 57, 62]",4,"[7, 16, 62]",3,"[1, 62]",2,"[7, 16, 62]",3,"[1, 57, 62]",3,"[16, 62]",2,"[1, 57, 62]",3,"[16, 62]",2,"[1, 57, 62]",3,"[16, 62]",2,"[1, 57, 62]",3,"[16, 62]",2,"[1, 57]",2,"[16, 62]",2,"[1, 57]",2,"[16, 62]",2
8,6,"[2, 3, 6, 7, 17, 22, 38]",7,"[6, 7, 37, 38, 57, 58, 63]",7,"[2, 6, 7, 38]",4,"[6, 7, 38, 63]",4,"[2, 6, 38]",3,"[6, 38, 63]",3,"[2, 6, 38]",3,"[6, 38, 63]",3,"[2, 6, 38]",3,"[38, 63]",2,"[2, 6, 38]",3,"[38, 63]",2,[38],1,"[38, 63]",2,[38],1,"[38, 57, 63]",3,[38],1,"[38, 57, 63]",3,"[2, 6, 38]",3,"[38, 63]",2,[38],1,"[38, 63]",2
8,7,"[16, 44, 62]",3,"[3, 16, 20, 34, 36, 58, 61]",7,"[16, 44, 62]",3,"[16, 20, 34, 36, 58]",5,"[16, 44, 62]",3,"[16, 36, 58]",3,"[16, 44, 62]",3,"[16, 20, 36, 58]",4,"[16, 44, 62]",3,"[16, 20, 36, 58]",4,"[16, 44, 62]",3,"[16, 36, 58]",3,"[16, 44, 62]",3,"[16, 36, 58]",3,"[16, 44, 62]",3,"[16, 36, 58]",3,"[16, 44, 62]",3,"[16, 36, 58]",3,"[16, 44, 62]",3,"[16, 36, 58]",3,"[44, 62]",2,"[16, 58]",2
8,8,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57, 62]",6,"[42, 52, 60]",3,"[10, 14, 27, 42, 57, 62]",6,"[42, 52]",2,"[14, 27, 42, 57, 62]",5,"[42, 52]",2,"[27, 42, 57, 62]",4,"[42, 52]",2,"[27, 42, 57, 62]",4,"[42, 52]",2,"[27, 57, 62]",3,"[42, 52]",2,"[27, 57, 62]",3,"[42, 52]",2,"[27, 42, 57, 62]",4,"[42, 52]",2,"[27, 42, 57, 62]",4,[52],1,"[14, 27, 57, 62]",4,"[42, 52]",2,"[27, 57, 62]",3
8,9,"[22, 25, 27, 40]",4,"[13, 16, 18, 25, 29, 30]",6,"[22, 25, 27]",3,"[16, 18, 25, 29, 30]",5,[27],1,"[16, 18, 25, 30]",4,"[22, 27]",2,"[16, 18, 25, 30]",4,"[22, 27]",2,"[16, 18, 25, 30]",4,[27],1,"[16, 18, 25, 30]",4,[27],1,"[16, 18, 25, 30]",4,[27],1,"[16, 18, 25, 29, 30]",5,[27],1,"[16, 18, 25, 29, 30]",5,[27],1,"[16, 18, 25, 30]",4,[27],1,"[13, 16, 18, 30]",4
8,10,"[15, 50, 62]",3,"[10, 15, 31, 59, 60]",5,[62],1,"[10, 31, 60]",3,"[15, 50, 62]",3,"[10, 31, 60]",3,"[15, 62]",2,"[10, 31, 60]",3,"[15, 50, 62]",3,"[10, 31, 60]",3,"[15, 62]",2,"[10, 31, 60]",3,[62],1,"[10, 31, 60]",3,[62],1,"[10, 31, 60]",3,"[15, 62]",2,"[10, 31, 60]",3,[62],1,"[10, 31, 60]",3,[],0,"[10, 31, 60]",3
8,11,[54],1,"[15, 27, 33, 52, 56, 57, 63]",7,[54],1,"[15, 27, 33, 52, 56, 57, 63]",7,[54],1,"[15, 27, 52, 56, 57, 63]",6,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4,[54],1,"[27, 52, 56, 63]",4
9,0,"[26, 27, 33, 61]",4,"[4, 11, 24, 30, 42, 62, 63]",7,"[27, 61]",2,"[11, 24, 30, 42, 62, 63]",6,[61],1,"[4, 11, 24, 30, 62]",5,[61],1,"[4, 11, 24, 30, 42, 62, 63]",7,"[33, 61]",2,"[11, 24, 30, 42, 62, 63]",6,[61],1,"[4, 11, 24, 63]",4,"[33, 61]",2,"[11, 24, 63]",3,[33],1,"[11, 24, 63]",3,[33],1,"[11, 24, 63]",3,[61],1,"[11, 24, 63]",3,[61],1,[63],1
9,1,"[6, 14, 30, 49, 58]",5,"[6, 14, 49, 58]",4,[58],1,[58],1,[58],1,[58],1,"[6, 58]",2,"[6, 58]",2,"[6, 58]",2,"[6, 58]",2,[58],1,[58],1,"[6, 58]",2,[58],1,"[6, 30, 58]",3,"[6, 58]",2,"[6, 30, 58]",3,"[6, 58]",2,[58],1,[58],1,"[6, 58]",2,"[6, 58]",2
9,2,"[6, 33]",2,"[9, 10, 13, 33, 37, 42, 50]",7,[],0,"[9, 10, 13, 42, 50]",5,[6],1,"[9, 13, 37, 42, 50]",5,[6],1,"[13, 33, 37, 42, 50]",5,[6],1,"[13, 33, 37, 42, 50]",5,[],0,"[10, 42]",2,[6],1,"[13, 42, 50]",3,[33],1,"[13, 37, 42, 50]",4,[33],1,"[13, 37, 42, 50]",4,[],0,[42],1,[],0,[42],1
9,3,"[11, 19, 21, 34, 36, 39, 44]",7,"[11, 19, 21, 34, 36, 39, 44, 48, 51]",9,"[11, 34, 39, 44]",4,"[11, 19, 21, 34, 39, 44, 51]",7,"[11, 19, 34, 36, 39, 44]",6,"[11, 19, 21, 34, 51]",5,"[11, 19, 34, 39, 44]",5,"[11, 19, 21, 34, 39, 51]",6,"[11, 19, 34, 39, 44]",5,"[11, 19, 21, 34, 39, 51]",6,"[11, 19, 21, 34, 36, 39]",6,"[11, 19, 21, 34, 36, 39]",6,"[11, 19, 34, 39]",4,"[11, 19, 21, 34, 36, 39]",6,"[11, 19, 34, 39]",4,"[11, 19, 21, 34, 39]",5,"[11, 19, 34, 39]",4,"[11, 19, 21, 34, 39]",5,"[11, 19, 21, 34, 36, 39]",6,"[11, 19, 21, 34, 39]",5,"[11, 19, 21, 36, 39]",5,"[11, 19, 21, 34, 36, 39]",6
9,4,"[2, 20]",2,"[17, 18, 20]",3,[],0,"[17, 18]",2,[2],1,"[17, 18]",2,[2],1,"[17, 18]",2,[2],1,"[17, 18]",2,[],0,"[17, 18]",2,[2],1,"[17, 18]",2,[2],1,"[17, 18]",2,[2],1,"[17, 18]",2,[],0,"[17, 18]",2,[2],1,"[17, 18]",2
9,5,"[26, 56]",2,"[5, 10, 19, 26, 48, 56]",6,"[26, 56]",2,"[5, 10, 19, 26, 56]",5,"[26, 56]",2,"[5, 10, 19, 26]",4,"[26, 56]",2,"[10, 19, 26]",3,"[26, 56]",2,"[10, 19, 26, 56]",4,"[26, 56]",2,"[5, 19, 26]",3,"[26, 56]",2,"[10, 19, 26]",3,"[26, 56]",2,"[10, 19, 26]",3,"[26, 56]",2,"[10, 19, 26]",3,"[26, 56]",2,"[5, 19, 26]",3,[26],1,"[19, 26]",2
9,6,"[22, 47]",2,"[9, 19, 22, 40, 49, 54]",6,"[22, 47]",2,"[19, 22, 54]",3,[22],1,"[19, 22, 49, 54]",4,[],0,"[19, 22, 49, 54]",4,[],0,"[19, 22, 49, 54]",4,[22],1,"[22, 49, 54]",3,[],0,"[22, 49, 54]",3,[],0,"[19, 22, 49, 54]",4,[],0,"[19, 22, 49, 54]",4,[22],1,"[22, 54]",2,[22],1,"[22, 49, 54]",3
9,7,"[33, 51, 60]",3,[59],1,"[33, 60]",2,[],0,[33],1,[],0,[51],1,[],0,[],0,[],0,[],0,[59],1,"[33, 51]",2,[],0,[51],1,[],0,[51],1,[],0,[],0,[59],1,[51],1,[],0
9,8,"[25, 39, 45, 48, 57, 60, 61]",7,"[3, 25, 35, 57, 60, 61]",6,"[25, 45, 61]",3,"[3, 25, 35, 57, 60, 61]",6,"[25, 45, 60, 61]",4,"[3, 25, 57, 60, 61]",5,"[25, 45, 60, 61]",4,"[3, 25, 57, 60, 61]",5,"[25, 45, 60, 61]",4,"[3, 25, 57, 60, 61]",5,"[60, 61]",2,"[3, 25, 60, 61]",4,"[45, 60, 61]",3,"[3, 25, 60, 61]",4,"[45, 61]",2,"[3, 25, 60, 61]",4,"[45, 61]",2,"[3, 25, 60, 61]",4,"[60, 61]",2,"[3, 60, 61]",3,"[45, 60, 61]",3,"[3, 60, 61]",3
9,9,"[6, 11, 12, 14, 15, 50]",6,"[0, 15, 23, 25, 38, 50, 51]",7,"[6, 11, 12, 15, 50]",5,"[0, 15, 25, 38, 50]",5,"[6, 11, 12, 15]",4,"[0, 15, 23, 25]",4,"[6, 11, 15]",3,"[0, 15, 23, 25]",4,"[6, 11, 12, 15]",4,"[0, 15, 25]",3,"[6, 12, 15]",3,"[0, 15, 23, 25]",4,"[6, 12, 15]",3,"[0, 15, 23]",3,"[6, 12, 15]",3,"[0, 15]",2,"[6, 12, 15]",3,"[0, 15]",2,"[6, 15]",2,"[0, 15, 23, 25]",4,"[12, 15]",2,"[0, 15, 51]",3
9,10,"[6, 21, 35, 37]",4,"[6, 9, 13, 14, 21, 35, 37, 57]",8,"[6, 21, 35, 37]",4,"[6, 13, 35, 37]",4,"[6, 35, 37]",3,"[6, 13, 35, 37]",4,"[6, 35, 37]",3,"[6, 13, 21, 35, 37, 57]",6,"[6, 35, 37]",3,"[6, 13, 21, 35, 37, 57]",6,[35],1,"[6, 13, 35, 37]",4,[35],1,"[6, 13, 35, 37]",4,"[6, 35]",2,"[6, 13, 35, 37, 57]",5,"[6, 35]",2,"[6, 13, 35, 37, 57]",5,[35],1,"[6, 13, 35, 37]",4,[35],1,"[13, 35, 37, 57]",4
9,11,"[38, 40]",2,"[9, 38, 40, 44, 55]",5,"[38, 40]",2,"[38, 40, 44, 55]",4,"[38, 40]",2,"[38, 40, 55]",3,"[38, 40]",2,"[38, 40, 55]",3,"[38, 40]",2,"[38, 40, 55]",3,"[38, 40]",2,"[38, 55]",2,"[38, 40]",2,"[38, 40, 55]",3,"[38, 40]",2,"[38, 40, 55]",3,"[38, 40]",2,"[38, 40, 55]",3,[38],1,"[38, 55]",2,[38],1,"[38, 55]",2
