class_id,img_idx,occlusion_level,cos_sim,clean_mag,occ_mag,mag_diff
417,36,0,0.9613395929336548,76.89116,72.54072,4.350441
417,37,0,0.9671265482902527,81.796585,70.27528,11.521301
417,38,0,0.940464198589325,81.59141,79.28772,2.303688
417,39,0,0.9103870987892151,71.2764,70.218285,1.0581131
417,40,0,0.7934502959251404,85.09067,58.623394,26.467274
417,41,0,0.9567281007766724,75.21342,82.74957,7.5361557
417,42,0,0.9509024620056152,75.537796,70.41327,5.124527
417,43,0,0.9707643389701843,74.37867,75.778244,1.3995743
417,44,0,0.9308164119720459,65.61576,75.05281,9.43705
417,45,0,0.9357883930206299,66.436844,81.95267,15.515823
417,46,0,0.8589748740196228,51.454548,73.99628,22.541729
417,47,0,0.966853678226471,75.95954,69.47271,6.4868317
417,48,0,0.7625543475151062,48.99065,81.8555,32.86485
417,49,0,0.9372854232788086,84.17597,71.11035,13.06562
421,0,0,0.9151496887207031,78.17456,68.62586,9.548698
421,1,0,0.8081017732620239,83.45185,76.28854,7.163307
421,2,0,0.7892228364944458,62.572285,50.881386,11.690899
421,3,0,0.6729652881622314,50.04778,53.6592,3.6114197
421,4,0,0.7677650451660156,58.4655,85.727844,27.262344
421,5,0,0.6940730214118958,46.722355,74.50892,27.786564
421,6,0,0.7325630187988281,52.148033,61.36636,9.218327
421,7,0,0.6560430526733398,53.994457,55.66292,1.6684647
421,8,0,0.8972806334495544,64.099335,67.15497,3.0556335
421,9,0,0.8808231353759766,61.573174,63.463245,1.8900719
421,10,0,0.8308189511299133,59.128056,66.391075,7.2630196
421,11,0,0.8692492246627808,78.267944,69.0016,9.266342
421,12,0,0.8802766799926758,70.19349,77.03597,6.8424835
421,13,0,0.8186827301979065,67.429726,52.901924,14.5278015
421,14,0,0.8433154821395874,69.61521,63.16268,6.45253
421,15,0,0.8106584548950195,51.80924,54.638466,2.8292274
421,16,0,0.8461400866508484,60.094044,69.92522,9.831173
421,17,0,0.8712138533592224,68.71959,58.108826,10.610764
